scenario,num_disks,seed,event_id,disk_id,state,start_window,end_window,start_read,end_read,is_migration_positive,notes
dynamic_stress_100d_20pct_hdd,100,42,34,84,severe_slow,6,9,300000,450000,1,sustained_severe_period
dynamic_stress_100d_20pct_hdd,100,42,35,84,recovery,9,11,450000,550000,0,partial_recovery
dynamic_stress_100d_20pct_hdd,100,42,36,84,healthy,11,14,550000,700000,0,recovered_interval
dynamic_stress_100d_20pct_hdd,100,42,37,84,mild_slow,14,15,700000,750000,1,relapse
dynamic_stress_100d_20pct_hdd,100,42,38,84,recovery,15,16,750000,800000,0,relapse_recovery
dynamic_stress_100d_20pct_hdd,100,42,39,84,healthy,16,20,800000,1000000,0,post_recovery_observation
dynamic_stress_100d_20pct_hdd,100,42,40,85,healthy,0,3,0,150000,0,warmup_before_first_onset
dynamic_stress_100d_20pct_hdd,100,42,41,85,mild_slow,3,6,150000,300000,1,first_gradual_degradation
dynamic_stress_100d_20pct_hdd,100,42,42,85,severe_slow,6,9,300000,450000,1,sustained_severe_period
dynamic_stress_100d_20pct_hdd,100,42,43,85,recovery,9,11,450000,550000,0,partial_recovery
dynamic_stress_100d_20pct_hdd,100,42,44,85,healthy,11,14,550000,700000,0,recovered_interval
dynamic_stress_100d_20pct_hdd,100,42,45,85,mild_slow,14,15,700000,750000,1,relapse
dynamic_stress_100d_20pct_hdd,100,42,46,85,recovery,15,16,750000,800000,0,relapse_recovery
dynamic_stress_100d_20pct_hdd,100,42,47,85,healthy,16,20,800000,1000000,0,post_recovery_observation
dynamic_stress_100d_20pct_hdd,100,42,48,86,healthy,0,3,0,150000,0,warmup_before_first_onset
dynamic_stress_100d_20pct_hdd,100,42,49,86,mild_slow,3,6,150000,300000,1,first_gradual_degradation
dynamic_stress_100d_20pct_hdd,100,42,50,86,severe_slow,6,9,300000,450000,1,sustained_severe_period
dynamic_stress_100d_20pct_hdd,100,42,51,86,recovery,9,11,450000,550000,0,partial_recovery
dynamic_stress_100d_20pct_hdd,100,42,52,86,healthy,11,14,550000,700000,0,recovered_interval
dynamic_stress_100d_20pct_hdd,100,42,53,86,mild_slow,14,15,700000,750000,1,relapse
dynamic_stress_100d_20pct_hdd,100,42,54,86,recovery,15,16,750000,800000,0,relapse_recovery
dynamic_stress_100d_20pct_hdd,100,42,55,86,healthy,16,20,800000,1000000,0,post_recovery_observation
dynamic_stress_100d_20pct_hdd,100,42,56,87,healthy,0,3,0,150000,0,warmup_before_first_onset
dynamic_stress_100d_20pct_hdd,100,42,57,87,mild_slow,3,6,150000,300000,1,first_gradual_degradation
dynamic_stress_100d_20pct_hdd,100,42,58,87,severe_slow,6,9,300000,450000,1,sustained_severe_period
dynamic_stress_100d_20pct_hdd,100,42,59,87,recovery,9,11,450000,550000,0,partial_recovery
dynamic_stress_100d_20pct_hdd,100,42,60,87,healthy,11,14,550000,700000,0,recovered_interval
dynamic_stress_100d_20pct_hdd,100,42,61,87,mild_slow,14,15,700000,750000,1,relapse
dynamic_stress_100d_20pct_hdd,100,42,62,87,recovery,15,16,750000,800000,0,relapse_recovery
dynamic_stress_100d_20pct_hdd,100,42,63,87,healthy,16,20,800000,1000000,0,post_recovery_observation
dynamic_stress_100d_20pct_hdd,100,42,64,88,healthy,0,3,0,150000,0,warmup_before_first_onset
dynamic_stress_100d_20pct_hdd,100,42,65,88,mild_slow,3,6,150000,300000,1,first_gradual_degradation
dynamic_stress_100d_20pct_hdd,100,42,66,88,severe_slow,6,9,300000,450000,1,sustained_severe_period
dynamic_stress_100d_20pct_hdd,100,42,67,88,recovery,9,11,450000,550000,0,partial_recovery
dynamic_stress_100d_20pct_hdd,100,42,68,88,healthy,11,14,550000,700000,0,recovered_interval
dynamic_stress_100d_20pct_hdd,100,42,69,88,mild_slow,14,15,700000,750000,1,relapse
dynamic_stress_100d_20pct_hdd,100,42,70,88,recovery,15,16,750000,800000,0,relapse_recovery
dynamic_stress_100d_20pct_hdd,100,42,71,88,healthy,16,20,800000,1000000,0,post_recovery_observation
dynamic_stress_100d_20pct_hdd,100,42,72,89,healthy,0,3,0,150000,0,warmup_before_first_onset
dynamic_stress_100d_20pct_hdd,100,42,73,89,mild_slow,3,6,150000,300000,1,first_gradual_degradation
dynamic_stress_100d_20pct_hdd,100,42,74,89,severe_slow,6,9,300000,450000,1,sustained_severe_period
dynamic_stress_100d_20pct_hdd,100,42,75,89,recovery,9,11,450000,550000,0,partial_recovery
dynamic_stress_100d_20pct_hdd,100,42,76,89,healthy,11,14,550000,700000,0,recovered_interval
dynamic_stress_100d_20pct_hdd,100,42,77,89,mild_slow,14,15,700000,750000,1,relapse
dynamic_stress_100d_20pct_hdd,100,42,78,89,recovery,15,16,750000,800000,0,relapse_recovery
dynamic_stress_100d_20pct_hdd,100,42,79,89,healthy,16,20,800000,1000000,0,post_recovery_observation
dynamic_stress_100d_20pct_hdd,100,42,80,90,healthy,0,9,0,450000,0,staggered_later_onset
dynamic_stress_100d_20pct_hdd,100,42,81,90,mild_slow,9,11,450000,550000,1,second_disk_mild_period
dynamic_stress_100d_20pct_hdd,100,42,82,90,severe_slow,11,14,550000,700000,1,second_disk_severe_period
dynamic_stress_100d_20pct_hdd,100,42,83,90,recovery,14,16,700000,800000,0,second_disk_recovery
dynamic_stress_100d_20pct_hdd,100,42,84,90,healthy,16,20,800000,1000000,0,second_disk_post_recovery
dynamic_stress_100d_20pct_hdd,100,42,85,91,healthy,0,9,0,450000,0,staggered_later_onset
dynamic_stress_100d_20pct_hdd,100,42,86,91,mild_slow,9,11,450000,550000,1,second_disk_mild_period
dynamic_stress_100d_20pct_hdd,100,42,87,91,severe_slow,11,14,550000,700000,1,second_disk_severe_period
dynamic_stress_100d_20pct_hdd,100,42,88,91,recovery,14,16,700000,800000,0,second_disk_recovery
dynamic_stress_100d_20pct_hdd,100,42,89,91,healthy,16,20,800000,1000000,0,second_disk_post_recovery
dynamic_stress_100d_20pct_hdd,100,42,90,92,healthy,0,9,0,450000,0,staggered_later_onset
dynamic_stress_100d_20pct_hdd,100,42,91,92,mild_slow,9,11,450000,550000,1,second_disk_mild_period
dynamic_stress_100d_20pct_hdd,100,42,92,92,severe_slow,11,14,550000,700000,1,second_disk_severe_period
dynamic_stress_100d_20pct_hdd,100,42,93,92,recovery,14,16,700000,800000,0,second_disk_recovery
dynamic_stress_100d_20pct_hdd,100,42,94,92,healthy,16,20,800000,1000000,0,second_disk_post_recovery
dynamic_stress_100d_20pct_hdd,100,42,95,93,healthy,0,9,0,450000,0,staggered_later_onset
dynamic_stress_100d_20pct_hdd,100,42,96,93,mild_slow,9,11,450000,550000,1,second_disk_mild_period
dynamic_stress_100d_20pct_hdd,100,42,97,93,severe_slow,11,14,550000,700000,1,second_disk_severe_period
dynamic_stress_100d_20pct_hdd,100,42,98,93,recovery,14,16,700000,800000,0,second_disk_recovery
dynamic_stress_100d_20pct_hdd,100,42,99,93,healthy,16,20,800000,1000000,0,second_disk_post_recovery
dynamic_stress_100d_20pct_hdd,100,42,100,94,healthy,0,9,0,450000,0,staggered_later_onset
dynamic_stress_100d_20pct_hdd,100,42,101,94,mild_slow,9,11,450000,550000,1,second_disk_mild_period
dynamic_stress_100d_20pct_hdd,100,42,102,94,severe_slow,11,14,550000,700000,1,second_disk_severe_period
dynamic_stress_100d_20pct_hdd,100,42,103,94,recovery,14,16,700000,800000,0,second_disk_recovery
dynamic_stress_100d_20pct_hdd,100,42,104,94,healthy,16,20,800000,1000000,0,second_disk_post_recovery
dynamic_stress_100d_20pct_hdd,100,42,105,95,healthy,0,9,0,450000,0,staggered_later_onset
dynamic_stress_100d_20pct_hdd,100,42,106,95,mild_slow,9,11,450000,550000,1,second_disk_mild_period
dynamic_stress_100d_20pct_hdd,100,42,107,95,severe_slow,11,14,550000,700000,1,second_disk_severe_period
dynamic_stress_100d_20pct_hdd,100,42,108,95,recovery,14,16,700000,800000,0,second_disk_recovery
dynamic_stress_100d_20pct_hdd,100,42,109,95,healthy,16,20,800000,1000000,0,second_disk_post_recovery
dynamic_stress_100d_20pct_hdd,100,42,110,96,healthy,0,9,0,450000,0,staggered_later_onset
dynamic_stress_100d_20pct_hdd,100,42,111,96,mild_slow,9,11,450000,550000,1,second_disk_mild_period
dynamic_stress_100d_20pct_hdd,100,42,112,96,severe_slow,11,14,550000,700000,1,second_disk_severe_period
dynamic_stress_100d_20pct_hdd,100,42,113,96,recovery,14,16,700000,800000,0,second_disk_recovery
dynamic_stress_100d_20pct_hdd,100,42,114,96,healthy,16,20,800000,1000000,0,second_disk_post_recovery
dynamic_stress_100d_20pct_hdd,100,42,115,97,healthy,0,9,0,450000,0,staggered_later_onset
dynamic_stress_100d_20pct_hdd,100,42,116,97,mild_slow,9,11,450000,550000,1,second_disk_mild_period
dynamic_stress_100d_20pct_hdd,100,42,117,97,severe_slow,11,14,550000,700000,1,second_disk_severe_period
dynamic_stress_100d_20pct_hdd,100,42,118,97,recovery,14,16,700000,800000,0,second_disk_recovery
dynamic_stress_100d_20pct_hdd,100,42,119,97,healthy,16,20,800000,1000000,0,second_disk_post_recovery
dynamic_stress_100d_20pct_hdd,100,42,120,98,healthy,0,9,0,450000,0,staggered_later_onset
dynamic_stress_100d_20pct_hdd,100,42,121,98,mild_slow,9,11,450000,550000,1,second_disk_mild_period
dynamic_stress_100d_20pct_hdd,100,42,122,98,severe_slow,11,14,550000,700000,1,second_disk_severe_period
dynamic_stress_100d_20pct_hdd,100,42,123,98,recovery,14,16,700000,800000,0,second_disk_recovery
dynamic_stress_100d_20pct_hdd,100,42,124,98,healthy,16,20,800000,1000000,0,second_disk_post_recovery
dynamic_stress_100d_20pct_hdd,100,42,125,99,healthy,0,9,0,450000,0,staggered_later_onset
dynamic_stress_100d_20pct_hdd,100,42,126,99,mild_slow,9,11,450000,550000,1,second_disk_mild_period
dynamic_stress_100d_20pct_hdd,100,42,127,99,severe_slow,11,14,550000,700000,1,second_disk_severe_period
dynamic_stress_100d_20pct_hdd,100,42,128,99,recovery,14,16,700000,800000,0,second_disk_recovery
dynamic_stress_100d_20pct_hdd,100,42,129,99,healthy,16,20,800000,1000000,0,second_disk_post_recovery
